<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.01	00:00:00	95301.13	95356.21	95275.12	95283.24	3540	0	30
2025.01.01	01:00:00	95283.26	95303.08	95134.45	95135.99	3600	0	30
2025.01.01	02:00:00	95136.01	95159.29	95115.83	95128.65	3600	0	30
2025.01.01	03:00:00	95128.67	95200.65	95128.67	95200.65	3600	0	30
2025.01.01	04:00:00	95200.67	95204.53	95155.27	95178.45	3600	0	30
2025.01.01	05:00:00	95178.47	95250.45	95178.47	95250.45	3600	0	30
2025.01.01	06:00:00	95250.47	95255.61	95192.29	95197.14	3600	0	30
2025.01.01	07:00:00	95197.16	95206.89	95166.90	95170.00	3600	0	30
2025.01.01	08:00:00	95170.02	95220.56	95170.02	95217.86	3600	0	30
2025.01.01	09:00:00	95217.88	95228.59	95166.42	95186.90	3600	0	30
2025.01.01	10:00:00	95186.92	95245.33	95186.92	95245.33	3600	0	30
2025.01.01	11:00:00	95245.35	95276.55	95212.61	95214.45	3600	0	30
2025.01.01	12:00:00	95214.47	95223.09	95096.69	95101.97	3600	0	30
2025.01.01	13:00:00	95101.99	95133.31	95078.60	95080.38	3600	0	30
2025.01.01	14:00:00	95080.40	95148.40	95080.40	95116.34	3600	0	30
2025.01.01	15:00:00	95116.36	95129.94	95090.99	95128.67	3600	0	30
2025.01.01	16:00:00	95128.69	95159.21	95122.49	95127.25	3600	0	30
2025.01.01	17:00:00	95127.27	95161.71	95127.27	95154.43	3600	0	30
2025.01.01	18:00:00	95154.45	95157.03	95101.90	95117.43	3600	0	30
2025.01.01	19:00:00	95117.45	95132.89	95091.20	95098.82	3601	0	30
2025.01.01	20:00:00	95098.84	95124.49	95073.23	95078.41	3600	0	30
2025.01.01	21:00:00	95078.43	95081.27	95023.83	95034.19	3600	0	30
2025.01.01	22:00:00	95034.21	95046.37	95019.24	95041.04	3600	0	30
2025.01.01	23:00:00	95041.06	95081.09	95027.97	95081.09	3540	0	30
2025.01.02	00:00:00	95081.11	95090.87	94987.26	94996.47	3600	0	30
2025.01.02	01:00:00	94996.49	95002.41	94853.41	94866.79	3600	0	30
2025.01.02	02:00:00	94866.81	94891.73	94844.51	94859.29	3600	0	30
2025.01.02	03:00:00	94859.31	94872.19	94776.65	94788.35	3600	0	30
2025.01.02	04:00:00	94788.37	94826.09	94774.21	94800.31	3600	0	30
2025.01.02	05:00:00	94800.33	94817.01	94723.55	94742.71	3600	0	30
2025.01.02	06:00:00	94742.73	94763.25	94699.66	94721.06	3600	0	30
2025.01.02	07:00:00	94721.08	94759.46	94721.08	94756.60	3600	0	30
2025.01.02	08:00:00	94756.62	94768.27	94740.58	94762.79	3600	0	30
2025.01.02	09:00:00	94762.81	94766.47	94697.65	94727.29	3600	0	30
2025.01.02	10:00:00	94727.31	94739.27	94668.74	94677.28	3600	0	30
2025.01.02	11:00:00	94677.30	94679.84	94623.16	94666.62	3600	0	30
2025.01.02	12:00:00	94666.64	94684.50	94619.10	94626.84	3600	0	30
2025.01.02	13:00:00	94626.86	94655.86	94597.70	94606.94	3600	0	30
2025.01.02	14:00:00	94606.96	94649.81	94594.49	94602.29	3600	0	30
2025.01.02	15:00:00	94602.31	94642.82	94602.31	94642.82	3600	0	30
2025.01.02	16:00:00	94642.84	94709.98	94642.84	94698.32	3600	0	30
2025.01.02	17:00:00	94698.34	94748.03	94688.63	94748.03	3600	0	30
2025.01.02	18:00:00	94748.05	94782.22	94740.91	94745.31	3600	0	30
2025.01.02	19:00:00	94745.33	94804.23	94745.33	94804.23	3600	0	30
2025.01.02	20:00:00	94804.25	94861.15	94804.25	94823.45	3600	0	30
2025.01.02	21:00:00	94823.47	94833.33	94782.52	94833.33	3600	0	30
2025.01.02	22:00:00	94833.35	94885.17	94814.13	94885.17	3600	0	30
2025.01.02	23:00:00	94885.19	94957.17	94885.19	94957.17	3600	0	30
2025.01.03	00:00:00	94957.19	94981.82	94929.96	94981.82	3600	0	30
2025.01.03	01:00:00	94981.84	94999.34	94872.78	94888.64	3600	0	30
2025.01.03	02:00:00	94888.66	94896.48	94775.91	94780.27	3600	0	30
2025.01.03	03:00:00	94780.29	94794.29	94749.44	94760.97	3600	0	30
2025.01.03	04:00:00	94760.99	94791.27	94727.91	94733.05	3600	0	30
2025.01.03	05:00:00	94733.07	94752.55	94709.61	94727.39	3600	0	30
2025.01.03	06:00:00	94727.41	94753.19	94708.27	94728.02	3600	0	30
2025.01.03	07:00:00	94728.04	94740.54	94648.11	94676.75	3600	0	30
2025.01.03	08:00:00	94676.77	94731.80	94676.77	94731.80	3600	0	30
2025.01.03	09:00:00	94731.82	94777.26	94731.82	94754.47	3600	0	30
2025.01.03	10:00:00	94754.49	94812.54	94741.28	94812.54	3600	0	30
2025.01.03	11:00:00	94812.56	94884.54	94812.56	94884.54	3600	0	30
2025.01.03	12:00:00	94884.56	94886.28	94840.97	94874.21	3600	0	30
2025.01.03	13:00:00	94874.23	94879.67	94836.89	94861.83	3600	0	30
2025.01.03	14:00:00	94861.85	94884.42	94813.46	94884.42	3600	0	30
2025.01.03	15:00:00	94884.44	94908.71	94873.61	94908.71	3600	0	30
2025.01.03	16:00:00	94908.73	94954.69	94892.94	94899.22	3600	0	30
2025.01.03	17:00:00	94899.24	94908.92	94837.83	94876.20	3600	0	30
2025.01.03	18:00:00	94876.22	94914.17	94872.47	94914.17	3600	0	30
2025.01.03	19:00:00	94914.19	94970.91	94905.35	94970.91	3600	0	30
2025.01.03	20:00:00	94970.93	94986.33	94945.49	94984.31	3600	0	30
2025.01.03	21:00:00	94984.33	95045.85	94984.33	95022.67	3600	0	30
2025.01.03	22:00:00	95022.69	95061.60	95022.69	95055.73	3600	0	30
2025.01.03	23:00:00	95055.75	95071.37	94990.69	94991.45	3600	0	30
2025.01.04	00:00:00	94991.47	95015.91	94957.82	94985.08	3600	0	30
2025.01.04	01:00:00	94985.10	94991.74	94953.75	94972.61	3600	0	30
2025.01.04	02:00:00	94972.63	95000.87	94967.17	94999.54	3600	0	30
2025.01.04	03:00:00	94999.56	95015.96	94938.75	94944.25	3600	0	30
2025.01.04	04:00:00	94944.27	94998.51	94944.27	94998.51	3600	0	30
2025.01.04	05:00:00	94998.53	95036.67	94998.53	95025.05	3600	0	30
2025.01.04	06:00:00	95025.07	95028.03	94918.84	94939.38	3600	0	30
2025.01.04	07:00:00	94939.40	94945.64	94820.71	94826.69	3600	0	30
2025.01.04	08:00:00	94826.71	94898.69	94826.71	94898.69	3600	0	30
2025.01.04	09:00:00	94898.71	94942.17	94898.71	94928.64	3600	0	30
2025.01.04	10:00:00	94928.66	94943.21	94907.07	94943.21	3600	0	30
2025.01.04	11:00:00	94943.23	94998.04	94943.23	94970.43	3600	0	30
2025.01.04	12:00:00	94970.45	95007.74	94970.45	95007.74	3600	0	30
2025.01.04	13:00:00	95007.76	95046.61	95004.37	95046.61	3600	0	30
2025.01.04	14:00:00	95046.63	95072.56	95038.67	95050.97	3600	0	30
2025.01.04	15:00:00	95050.99	95083.53	95023.27	95083.53	3600	0	30
2025.01.04	16:00:00	95083.55	95097.62	95062.08	95090.06	3600	0	30
2025.01.04	17:00:00	95090.08	95109.99	95073.42	95109.99	3600	0	30
2025.01.04	18:00:00	95110.01	95134.99	95087.33	95096.75	3600	0	30
2025.01.04	19:00:00	95096.77	95130.72	95090.58	95130.72	3601	0	30
