<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.01	00:00:00	103940.89	104190.24	103926.44	104167.19	3540	0	53
2025.01.01	01:00:00	104167.14	104167.14	104058.40	104150.55	3600	0	53
2025.01.01	02:00:00	104150.50	104150.50	104057.60	104078.37	3600	0	53
2025.01.01	03:00:00	104078.32	104078.32	103936.85	103936.85	3600	0	53
2025.01.01	04:00:00	103936.80	103971.37	103891.12	103953.28	3600	0	53
2025.01.01	05:00:00	103953.23	104058.58	103952.78	104053.99	3600	0	53
2025.01.01	06:00:00	104053.94	104063.25	103968.76	103968.76	3600	0	53
2025.01.01	07:00:00	103968.71	103998.32	103944.31	103980.95	3600	0	53
2025.01.01	08:00:00	103980.90	103980.90	103893.32	103893.32	3600	0	53
2025.01.01	09:00:00	103893.27	103908.99	103818.98	103876.15	3600	0	53
2025.01.01	10:00:00	103876.10	103876.10	103792.59	103809.80	3600	0	53
2025.01.01	11:00:00	103809.75	103812.04	103745.05	103792.66	3600	0	53
2025.01.01	12:00:00	103792.61	103928.88	103783.72	103894.97	3600	0	53
2025.01.01	13:00:00	103894.92	103990.06	103890.82	103943.94	3600	0	53
2025.01.01	14:00:00	103943.89	103943.89	103788.15	103788.15	3600	0	53
2025.01.01	15:00:00	103788.10	103837.12	103742.01	103833.67	3600	0	53
2025.01.01	16:00:00	103833.62	103917.03	103764.33	103764.33	3600	0	53
2025.01.01	17:00:00	103764.28	103791.26	103677.77	103690.98	3600	0	53
2025.01.01	18:00:00	103690.93	103705.57	103623.81	103642.19	3600	0	53
2025.01.01	19:00:00	103642.14	103698.33	103600.79	103687.53	3601	0	53
2025.01.01	20:00:00	103687.48	103746.21	103664.61	103716.26	3600	0	53
2025.01.01	21:00:00	103716.21	103794.12	103715.46	103777.82	3600	0	53
2025.01.01	22:00:00	103777.77	103791.81	103735.66	103757.31	3600	0	53
2025.01.01	23:00:00	103757.26	103814.19	103728.71	103808.10	3540	0	53
2025.01.02	00:00:00	103808.05	103834.21	103749.66	103769.44	3600	0	53
2025.01.02	01:00:00	103769.39	103783.12	103707.07	103720.47	3600	0	53
2025.01.02	02:00:00	103720.42	103734.81	103670.70	103696.89	3600	0	53
2025.01.02	03:00:00	103696.84	103833.93	103696.49	103812.12	3600	0	53
2025.01.02	04:00:00	103812.07	103833.24	103775.67	103797.78	3600	0	53
2025.01.02	05:00:00	103797.73	103821.10	103741.93	103787.41	3600	0	53
2025.01.02	06:00:00	103787.36	103805.54	103728.52	103776.03	3600	0	53
2025.01.02	07:00:00	103775.98	103775.98	103694.22	103694.22	3600	0	53
2025.01.02	08:00:00	103694.17	103722.08	103639.12	103663.99	3600	0	53
2025.01.02	09:00:00	103663.94	103663.94	103553.25	103553.25	3600	0	53
2025.01.02	10:00:00	103553.20	103553.20	103438.82	103438.82	3600	0	53
2025.01.02	11:00:00	103438.77	103552.00	103433.97	103464.15	3600	0	53
2025.01.02	12:00:00	103464.10	103464.10	103325.09	103325.09	3600	0	53
2025.01.02	13:00:00	103325.04	103325.04	103194.11	103205.23	3600	0	53
2025.01.02	14:00:00	103205.18	103223.97	103144.84	103172.34	3600	0	53
2025.01.02	15:00:00	103172.29	103336.56	103129.89	103326.61	3600	0	53
2025.01.02	16:00:00	103326.56	103344.00	103262.96	103266.52	3600	0	53
2025.01.02	17:00:00	103266.47	103363.55	103259.02	103319.32	3600	0	53
2025.01.02	18:00:00	103319.27	103417.99	103284.93	103284.93	3600	0	53
2025.01.02	19:00:00	103284.88	103367.43	103277.03	103345.70	3600	0	53
2025.01.02	20:00:00	103345.65	103394.81	103297.36	103324.61	3600	0	53
2025.01.02	21:00:00	103324.56	103324.56	103221.69	103221.69	3600	0	53
2025.01.02	22:00:00	103221.64	103305.81	103155.55	103243.16	3600	0	53
2025.01.02	23:00:00	103243.11	103243.11	103160.80	103160.80	3600	0	53
2025.01.03	00:00:00	103160.75	103244.83	103151.55	103167.88	3600	0	53
2025.01.03	01:00:00	103167.83	103279.98	103123.78	103234.63	3600	0	53
2025.01.03	02:00:00	103234.58	103245.76	103127.38	103127.38	3600	0	53
2025.01.03	03:00:00	103127.33	103184.83	103059.10	103140.33	3600	0	53
2025.01.03	04:00:00	103140.28	103148.41	103086.77	103086.77	3600	0	53
2025.01.03	05:00:00	103086.72	103131.22	103028.22	103129.22	3600	0	53
2025.01.03	06:00:00	103129.17	103275.84	103126.52	103251.74	3600	0	53
2025.01.03	07:00:00	103251.69	103321.00	103207.50	103207.50	3600	0	53
2025.01.03	08:00:00	103207.45	103355.91	103179.90	103333.36	3600	0	53
2025.01.03	09:00:00	103333.31	103333.31	103200.05	103235.46	3600	0	53
2025.01.03	10:00:00	103235.41	103235.41	103148.71	103208.21	3600	0	53
2025.01.03	11:00:00	103208.16	103295.17	103172.86	103253.74	3600	0	53
2025.01.03	12:00:00	103253.69	103388.10	103240.29	103360.15	3600	0	53
2025.01.03	13:00:00	103360.10	103463.63	103316.70	103448.63	3600	0	53
2025.01.03	14:00:00	103448.58	103448.58	103369.28	103379.08	3600	0	53
2025.01.03	15:00:00	103379.03	103379.03	103202.73	103273.74	3600	0	53
2025.01.03	16:00:00	103273.69	103285.92	103207.09	103217.82	3600	0	53
2025.01.03	17:00:00	103217.77	103374.55	103196.27	103338.05	3600	0	53
2025.01.03	18:00:00	103338.00	103429.78	103319.85	103399.03	3600	0	53
2025.01.03	19:00:00	103398.98	103438.86	103339.43	103391.12	3600	0	53
2025.01.03	20:00:00	103391.07	103399.15	103327.85	103328.51	3600	0	53
2025.01.03	21:00:00	103328.46	103344.55	103250.57	103261.11	3600	0	53
2025.01.03	22:00:00	103261.06	103341.15	103248.06	103252.27	3600	0	53
2025.01.03	23:00:00	103252.22	103298.34	103223.73	103223.73	3600	0	53
2025.01.04	00:00:00	103223.68	103233.89	103141.98	103217.94	3600	0	53
2025.01.04	01:00:00	103217.89	103283.84	103180.34	103265.04	3600	0	53
2025.01.04	02:00:00	103264.99	103264.99	103214.48	103222.96	3600	0	53
2025.01.04	03:00:00	103222.91	103319.14	103222.11	103276.36	3600	0	53
2025.01.04	04:00:00	103276.31	103440.37	103275.06	103431.04	3600	0	53
2025.01.04	05:00:00	103430.99	103449.83	103357.22	103418.91	3600	0	53
2025.01.04	06:00:00	103418.86	103488.65	103411.41	103458.48	3600	0	53
2025.01.04	07:00:00	103458.43	103458.43	103374.16	103374.16	3600	0	53
2025.01.04	08:00:00	103374.11	103428.04	103351.94	103351.94	3600	0	53
2025.01.04	09:00:00	103351.89	103426.77	103325.99	103348.07	3600	0	53
2025.01.04	10:00:00	103348.02	103376.83	103276.27	103315.24	3600	0	53
2025.01.04	11:00:00	103315.19	103464.00	103301.29	103452.00	3600	0	53
2025.01.04	12:00:00	103451.95	103451.95	103369.40	103390.58	3600	0	53
2025.01.04	13:00:00	103390.53	103390.53	103248.87	103318.17	3600	0	53
2025.01.04	14:00:00	103318.12	103320.22	103162.07	103162.07	3600	0	53
2025.01.04	15:00:00	103162.02	103183.10	103090.51	103138.45	3600	0	53
2025.01.04	16:00:00	103138.40	103138.40	103036.31	103056.46	3600	0	53
2025.01.04	17:00:00	103056.41	103132.92	103023.72	103023.72	3600	0	53
