"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.02.20	00:15:00	94924.10	94934.04	94884.86	94920.42	900	0	52"
"2025.02.20	00:30:00	94920.36	94940.24	94905.32	94922.93	900	0	52"
"2025.02.20	00:45:00	94922.87	94922.87	94887.71	94893.93	900	0	52"
"2025.02.20	01:00:00	94893.87	94944.63	94890.39	94937.31	900	0	52"
"2025.02.20	01:15:00	94937.25	94983.59	94924.59	94964.93	900	0	52"
"2025.02.20	01:30:00	94964.87	94998.51	94938.65	94994.31	877	0	52"
"2025.02.20	01:45:00	94990.17	95001.44	94957.52	94996.28	855	0	52"
"2025.02.20	02:00:00	94996.22	95024.13	94971.93	94971.93	900	0	52"
"2025.02.20	02:15:00	94971.87	95029.91	94956.87	95019.71	900	0	52"
"2025.02.20	02:30:00	95019.65	95064.95	95014.31	95014.31	900	0	52"
"2025.02.20	02:45:00	95014.25	95036.41	95010.23	95012.23	900	0	52"
"2025.02.20	03:00:00	95012.17	95061.67	95002.99	95017.45	900	0	52"
"2025.02.20	03:15:00	95017.39	95017.39	94963.45	94963.45	900	0	52"
"2025.02.20	03:30:00	94963.39	95037.88	94956.01	95025.28	900	0	52"
"2025.02.20	03:45:00	95025.22	95028.77	94995.35	94995.35	900	0	52"
"2025.02.20	04:00:00	94995.29	94995.29	94941.35	94941.35	900	0	52"
"2025.02.20	04:15:00	94941.29	94976.39	94933.97	94973.35	900	0	52"
"2025.02.20	04:30:00	94973.29	94973.29	94919.35	94919.35	900	0	52"
"2025.02.20	04:45:00	94919.29	94919.29	94885.27	94885.27	900	0	52"
"2025.02.20	05:00:00	94885.21	94885.21	94851.46	94851.46	900	0	52"
"2025.02.20	05:15:00	94851.40	94883.97	94847.68	94849.40	900	0	52"
"2025.02.20	05:30:00	94849.34	94887.50	94848.20	94870.45	900	0	52"
"2025.02.20	05:45:00	94870.39	94912.39	94868.29	94885.27	900	0	52"
"2025.02.20	06:00:00	94885.21	94940.65	94876.93	94929.97	900	0	52"
"2025.02.20	06:15:00	94929.91	94967.03	94925.29	94958.45	900	0	52"
"2025.02.20	06:30:00	94958.39	95002.31	94940.69	94974.47	900	0	52"
"2025.02.20	06:45:00	94974.41	94977.70	94949.57	94963.12	900	0	52"
"2025.02.20	07:00:00	94963.06	94982.69	94950.46	94967.45	900	0	52"
"2025.02.20	07:15:00	94967.39	94991.20	94952.39	94983.22	900	0	52"
"2025.02.20	07:30:00	94983.16	94984.29	94960.24	94971.76	900	0	52"
"2025.02.20	07:45:00	94971.70	94988.26	94942.27	94983.22	900	0	52"
"2025.02.20	08:00:00	94983.16	94985.22	94968.36	94973.33	900	0	52"
"2025.02.20	08:15:00	94973.27	94973.27	94929.17	94939.80	900	0	52"
"2025.02.20	08:30:00	94939.74	94939.74	94907.36	94907.36	900	0	52"
"2025.02.20	08:45:00	94907.30	94957.98	94906.10	94925.23	900	0	52"
"2025.02.20	09:00:00	94925.17	94925.17	94884.79	94884.79	900	0	52"
"2025.02.20	09:15:00	94884.73	94940.63	94870.87	94930.91	900	0	52"
"2025.02.20	09:30:00	94930.85	94930.85	94885.19	94896.66	900	0	52"
"2025.02.20	09:45:00	94896.60	94912.55	94864.25	94864.25	827	0	52"
"2025.02.20	10:00:00	94864.19	94864.19	94810.25	94810.25	900	0	52"
"2025.02.20	10:15:00	94810.19	94819.59	94779.89	94796.01	900	0	52"
"2025.02.20	10:30:00	94795.95	94795.95	94742.01	94742.01	900	0	52"
"2025.02.20	10:45:00	94741.95	94776.73	94740.15	94774.49	900	0	52"
"2025.02.20	11:00:00	94774.43	94774.43	94740.93	94740.93	900	0	52"
"2025.02.20	11:15:00	94740.87	94743.23	94712.57	94712.57	900	0	52"
"2025.02.20	11:30:00	94712.51	94743.70	94700.50	94700.50	900	0	52"
"2025.02.20	11:45:00	94700.44	94710.28	94663.66	94663.66	900	0	52"
"2025.02.20	12:00:00	94663.60	94689.31	94652.02	94662.12	900	0	52"
"2025.02.20	12:15:00	94662.06	94730.98	94649.52	94723.18	900	0	52"
"2025.02.20	12:30:00	94723.12	94723.12	94685.08	94706.42	900	0	52"
"2025.02.20	12:45:00	94706.36	94714.66	94673.56	94673.56	900	0	52"
"2025.02.20	13:00:00	94673.50	94680.45	94632.87	94632.87	900	0	52"
"2025.02.20	13:15:00	94632.81	94657.10	94630.35	94632.84	900	0	52"
"2025.02.20	13:30:00	94632.78	94643.33	94608.26	94608.26	900	0	52"
"2025.02.20	13:45:00	94608.20	94631.34	94597.55	94597.55	900	0	52"
"2025.02.20	14:00:00	94597.49	94597.49	94559.70	94575.40	900	0	52"
"2025.02.20	14:15:00	94575.34	94631.79	94560.28	94607.01	900	0	52"
"2025.02.20	14:30:00	94606.95	94632.53	94588.41	94620.11	900	0	52"
"2025.02.20	14:45:00	94620.05	94643.37	94603.73	94615.47	901	0	52"
"2025.02.20	15:00:00	94615.41	94640.14	94601.19	94623.94	900	0	52"
"2025.02.20	15:15:00	94623.88	94662.43	94608.82	94655.71	900	0	52"
"2025.02.20	15:30:00	94655.65	94655.65	94614.43	94614.43	900	0	52"
"2025.02.20	15:45:00	94614.37	94696.57	94609.51	94651.99	899	0	52"
"2025.02.20	16:00:00	94651.93	94676.20	94625.98	94625.98	900	0	52"
"2025.02.20	16:15:00	94625.92	94626.30	94584.96	94584.96	900	0	52"
"2025.02.20	16:30:00	94584.90	94637.81	94567.72	94616.09	900	0	52"
"2025.02.20	16:45:00	94616.03	94616.03	94570.73	94584.56	901	0	52"
"2025.02.20	17:00:00	94584.50	94597.94	94568.36	94572.92	900	0	52"
"2025.02.20	17:15:00	94572.86	94595.33	94558.65	94558.65	900	0	52"
"2025.02.20	17:30:00	94558.59	94590.57	94555.89	94560.54	900	0	52"
"2025.02.20	17:45:00	94560.48	94578.19	94546.63	94572.02	900	0	52"
"2025.02.20	18:00:00	94571.96	94594.73	94540.82	94581.47	900	0	52"
"2025.02.20	18:15:00	94581.41	94581.41	94551.48	94569.39	900	0	52"
"2025.02.20	18:30:00	94569.33	94613.15	94562.31	94566.29	900	0	52"
"2025.02.20	18:45:00	94566.23	94571.86	94540.37	94565.14	900	0	52"
"2025.02.20	19:00:00	94565.08	94565.13	94523.68	94561.95	900	0	52"
"2025.02.20	19:15:00	94561.89	94577.13	94548.93	94555.95	900	0	52"
"2025.02.20	19:30:00	94555.89	94641.61	94555.65	94604.89	900	0	52"
"2025.02.20	19:45:00	94604.83	94608.55	94573.87	94604.47	900	0	52"
"2025.02.20	20:00:00	94604.41	94680.81	94603.81	94655.91	900	0	52"
"2025.02.20	20:15:00	94655.85	94687.82	94634.49	94664.24	900	0	52"
"2025.02.20	20:30:00	94664.18	94678.82	94644.14	94656.99	900	0	52"
"2025.02.20	20:45:00	94656.93	94656.93	94615.67	94615.67	900	0	52"
"2025.02.20	21:00:00	94615.61	94645.61	94594.67	94594.67	900	0	52"
"2025.02.20	21:15:00	94594.61	94706.15	94583.99	94684.91	900	0	52"
"2025.02.20	21:30:00	94684.85	94739.76	94682.21	94715.40	900	0	52"
"2025.02.20	21:45:00	94715.34	94715.34	94689.20	94692.35	900	0	52"
"2025.02.20	22:00:00	94692.29	94692.29	94653.24	94653.24	900	0	52"
"2025.02.20	22:15:00	94653.18	94653.18	94622.28	94637.38	900	0	52"
"2025.02.20	22:30:00	94637.32	94637.58	94600.14	94612.66	900	0	52"
"2025.02.20	22:45:00	94612.60	94612.60	94573.30	94581.65	900	0	52"
"2025.02.20	23:00:00	94581.59	94581.59	94543.55	94555.20	900	0	52"
"2025.02.20	23:15:00	94555.14	94629.13	94543.56	94601.95	900	0	52"
"2025.02.20	23:30:00	94601.89	94767.18	94598.05	94763.58	900	0	52"
"2025.02.20	23:45:00	94763.52	94799.21	94750.26	94772.33	900	0	52"
"2025.02.21	00:00:00	94772.27	94786.09	94756.39	94756.39	900	0	52"
"2025.02.21	00:15:00	94756.33	94756.33	94729.87	94736.82	900	0	52"
"2025.02.21	00:30:00	94736.76	94736.76	94703.21	94715.94	900	0	52"
"2025.02.21	00:45:00	94715.88	94859.21	94708.62	94850.75	900	0	52"
"2025.02.21	01:00:00	94850.69	94879.99	94842.95	94856.11	900	0	52"
"2025.02.21	01:15:00	94856.05	94901.62	94854.85	94889.80	900	0	52"
"2025.02.21	01:30:00	94889.74	94926.40	94879.36	94893.64	900	0	52"
"2025.02.21	01:45:00	94893.58	94979.74	94886.26	94976.20	900	0	52"
"2025.02.21	02:00:00	94976.14	94982.97	94947.39	94947.39	900	0	52"
"2025.02.21	02:15:00	94947.33	94947.33	94893.39	94893.39	900	0	52"
"2025.02.21	02:30:00	94893.33	94988.07	94892.13	94952.07	900	0	52"
"2025.02.21	02:45:00	94952.01	94952.01	94916.09	94942.34	900	0	52"
"2025.02.21	03:00:00	94942.28	95029.62	94934.78	95001.78	900	0	52"
"2025.02.21	03:15:00	95001.72	95016.71	94982.02	94982.02	900	0	52"
"2025.02.21	03:30:00	94981.96	95051.02	94976.02	95025.88	900	0	52"
"2025.02.21	03:45:00	95025.82	95083.00	95024.20	95062.78	900	0	52"
"2025.02.21	04:00:00	95062.72	95080.54	95044.78	95047.53	900	0	52"
"2025.02.21	04:15:00	95047.47	95058.20	95013.26	95013.26	900	0	52"
"2025.02.21	04:30:00	95013.20	95037.45	94993.28	95025.63	900	0	52"
"2025.02.21	04:45:00	95025.57	95095.46	95016.27	95071.64	900	0	52"
"2025.02.21	05:00:00	95071.58	95103.46	95071.04	95082.83	900	0	52"
"2025.02.21	05:15:00	95082.77	95082.77	95031.95	95070.50	900	0	52"
"2025.02.21	05:30:00	95070.44	95096.34	95048.46	95048.46	900	0	52"
"2025.02.21	05:45:00	95048.40	95048.40	95013.48	95013.48	900	0	52"
"2025.02.21	06:00:00	95013.42	95013.42	94962.72	94997.61	900	0	52"
"2025.02.21	06:15:00	94997.55	95009.73	94982.61	94982.61	900	0	52"
"2025.02.21	06:30:00	94982.55	94982.55	94941.06	94941.06	900	0	52"
"2025.02.21	06:45:00	94941.00	94956.59	94915.73	94929.54	900	0	52"
"2025.02.21	07:00:00	94929.48	94953.25	94906.56	94949.53	900	0	52"
"2025.02.21	07:15:00	94949.47	94949.47	94895.53	94895.53	900	0	52"
"2025.02.21	07:30:00	94895.47	94896.03	94863.07	94892.19	900	0	52"
"2025.02.21	07:45:00	94892.13	94920.07	94868.81	94915.03	900	0	52"
"2025.02.21	08:00:00	94914.97	94943.74	94908.67	94942.18	900	0	52"
"2025.02.21	08:15:00	94942.12	94968.22	94923.64	94923.64	900	0	52"
"2025.02.21	08:30:00	94923.58	94941.55	94906.36	94918.27	900	0	52"
"2025.02.21	08:45:00	94918.21	94923.09	94880.91	94880.91	900	0	52"
"2025.02.21	09:00:00	94880.85	94950.35	94874.37	94939.61	900	0	52"
"2025.02.21	09:15:00	94939.55	94939.55	94885.61	94885.61	900	0	52"
"2025.02.21	09:30:00	94885.55	94914.46	94872.89	94887.70	900	0	52"
"2025.02.21	09:45:00	94887.64	94919.03	94881.47	94904.22	900	0	52"
"2025.02.21	10:00:00	94904.16	94913.31	94875.57	94875.57	900	0	52"
"2025.02.21	10:15:00	94875.51	94875.51	94821.57	94821.57	900	0	52"
"2025.02.21	10:30:00	94821.51	94839.47	94805.85	94812.89	900	0	52"
"2025.02.21	10:45:00	94812.83	94847.30	94799.69	94831.52	900	0	52"
"2025.02.21	11:00:00	94831.46	94918.76	94818.32	94906.22	900	0	52"
"2025.02.21	11:15:00	94906.16	94941.80	94891.45	94933.62	900	0	52"
"2025.02.21	11:30:00	94933.56	94953.81	94921.20	94928.01	900	0	52"
"2025.02.21	11:45:00	94927.95	94950.46	94912.41	94932.82	900	0	52"
"2025.02.21	12:00:00	94932.76	94934.45	94909.96	94911.35	900	0	52"
"2025.02.21	12:15:00	94911.29	94911.29	94857.35	94857.35	900	0	52"
"2025.02.21	12:30:00	94857.29	94864.66	94810.79	94860.40	900	0	52"
"2025.02.21	12:45:00	94860.34	94901.41	94858.48	94896.79	900	0	52"
"2025.02.21	13:00:00	94896.73	94903.23	94860.19	94885.89	900	0	52"
"2025.02.21	13:15:00	94885.83	94892.69	94861.31	94861.31	900	0	52"
"2025.02.21	13:30:00	94861.25	94992.73	94850.75	94981.99	900	0	52"
"2025.02.21	13:45:00	94981.93	95016.08	94965.79	94995.75	900	0	52"
"2025.02.21	14:00:00	94995.69	95014.48	94983.57	95003.50	900	0	52"
"2025.02.21	14:15:00	95003.44	95024.95	94988.02	94991.29	900	0	52"
"2025.02.21	14:30:00	94991.23	95024.81	94980.55	94999.79	900	0	52"
"2025.02.21	14:45:00	94999.73	95030.18	94993.15	95011.55	900	0	52"
"2025.02.21	15:00:00	95011.49	95085.97	94989.83	95081.35	900	0	52"
"2025.02.21	15:15:00	95081.29	95097.81	95045.97	95045.97	900	0	52"
"2025.02.21	15:30:00	95045.91	95114.38	95018.37	95095.00	900	0	52"
"2025.02.21	15:45:00	95094.94	95234.29	95088.16	95232.07	900	0	52"
"2025.02.21	16:00:00	95232.01	95308.29	95230.75	95286.81	900	0	52"
"2025.02.21	16:15:00	95286.75	95321.71	95278.71	95318.05	900	0	52"
"2025.02.21	16:30:00	95317.99	95341.89	95306.97	95336.02	900	0	52"
"2025.02.21	16:45:00	95335.96	95335.96	95282.02	95282.02	900	0	52"
"2025.02.21	17:00:00	95281.96	95281.96	95244.63	95244.63	900	0	52"
"2025.02.21	17:15:00	95244.57	95272.23	95233.47	95252.79	900	0	52"
"2025.02.21	17:30:00	95252.73	95295.97	95251.65	95264.59	900	0	52"
"2025.02.21	17:45:00	95264.53	95304.16	95256.25	95261.26	900	0	52"
"2025.02.21	18:00:00	95261.20	95292.44	95240.20	95290.28	900	0	52"
"2025.02.21	18:15:00	95290.22	95325.00	95288.36	95305.48	900	0	52"
"2025.02.21	18:30:00	95305.42	95352.19	95299.69	95299.69	900	0	52"
"2025.02.21	18:45:00	95299.63	95408.39	95293.81	95393.51	900	0	52"
"2025.02.21	19:00:00	95393.45	95416.12	95363.38	95363.38	900	0	52"
"2025.02.21	19:15:00	95363.32	95417.71	95355.88	95413.75	900	0	52"
"2025.02.21	19:30:00	95413.69	95413.69	95381.43	95381.43	900	0	52"
"2025.02.21	19:45:00	95381.37	95408.45	95375.95	95387.82	900	0	52"
"2025.02.21	20:00:00	95387.76	95431.60	95380.74	95396.38	900	0	52"
"2025.02.21	20:15:00	95396.32	95446.51	95393.26	95446.39	900	0	52"
"2025.02.21	20:30:00	95446.33	95446.33	95414.83	95419.45	900	0	52"
"2025.02.21	20:45:00	95419.39	95419.39	95365.45	95365.45	900	0	52"
"2025.02.21	21:00:00	95365.39	95365.39	95335.43	95335.43	900	0	52"
"2025.02.21	21:15:00	95335.37	95425.18	95330.73	95412.88	900	0	52"
"2025.02.21	21:30:00	95412.82	95447.69	95382.46	95445.41	900	0	52"
"2025.02.21	21:45:00	95445.35	95449.75	95404.39	95439.24	900	0	52"
"2025.02.21	22:00:00	95439.18	95456.94	95417.58	95432.42	900	0	52"
"2025.02.21	22:15:00	95432.36	95440.30	95390.98	95390.98	900	0	52"
"2025.02.21	22:30:00	95390.92	95390.92	95336.98	95336.98	900	0	52"
"2025.02.21	22:45:00	95336.92	95366.64	95310.04	95340.36	900	0	52"
"2025.02.21	23:00:00	95340.30	95340.30	95286.36	95286.36	900	0	52"
"2025.02.21	23:15:00	95286.30	95286.30	95249.46	95258.74	900	0	52"
"2025.02.21	23:30:00	95258.68	95317.58	95251.06	95304.38	900	0	52"
"2025.02.21	23:45:00	95304.32	95304.32	95261.18	95270.54	900	0	52"
"2025.02.22	00:00:00	95270.48	95282.71	95243.85	95276.35	900	0	52"
"2025.02.22	00:15:00	95276.29	95365.71	95273.65	95356.89	900	0	52"
"2025.02.22	00:30:00	95356.83	95410.97	95356.14	95402.51	900	0	52"
"2025.02.22	00:45:00	95402.45	95438.26	95386.49	95428.66	900	0	52"
"2025.02.22	01:00:00	95428.60	95438.19	95391.15	95419.78	900	0	52"
"2025.02.22	01:15:00	95419.72	95419.72	95380.38	95380.38	900	0	52"
"2025.02.22	01:30:00	95380.32	95434.38	95362.02	95418.72	900	0	52"
"2025.02.22	01:45:00	95418.66	95496.97	95412.48	95494.09	900	0	52"
"2025.02.22	02:00:00	95494.03	95494.03	95440.09	95440.09	900	0	52"
"2025.02.22	02:15:00	95440.03	95467.06	95414.02	95414.02	900	0	52"
"2025.02.22	02:30:00	95413.96	95413.96	95369.92	95396.46	900	0	52"
"2025.02.22	02:45:00	95396.40	95396.40	95342.46	95342.46	900	0	52"
"2025.02.22	03:00:00	95342.40	95369.60	95329.56	95360.84	900	0	52"
"2025.02.22	03:15:00	95360.78	95439.00	95354.00	95422.02	900	0	52"
"2025.02.22	03:30:00	95421.96	95421.96	95368.02	95368.02	900	0	52"
"2025.02.22	03:45:00	95367.96	95403.59	95345.70	95392.07	900	0	52"
"2025.02.22	04:00:00	95392.01	95425.85	95387.51	95390.80	900	0	52"
"2025.02.22	04:15:00	95390.74	95390.74	95349.40	95359.87	900	0	52"
"2025.02.22	04:30:00	95359.81	95389.05	95325.43	95372.31	900	0	52"
"2025.02.22	04:45:00	95372.25	95425.49	95370.81	95381.69	900	0	52"
"2025.02.22	05:00:00	95381.63	95383.70	95343.02	95343.02	900	0	52"
"2025.02.22	05:15:00	95342.96	95366.85	95333.12	95346.34	900	0	52"
"2025.02.22	05:30:00	95346.28	95391.59	95330.56	95377.31	900	0	52"
"2025.02.22	05:45:00	95377.25	95377.25	95323.31	95323.31	900	0	52"
"2025.02.22	06:00:00	95323.25	95358.37	95310.71	95332.87	900	0	52"
"2025.02.22	06:15:00	95332.81	95368.01	95329.43	95329.43	900	0	52"
"2025.02.22	06:30:00	95329.37	95377.33	95326.07	95364.81	900	0	52"
"2025.02.22	06:45:00	95364.75	95390.72	95349.21	95367.86	900	0	52"
"2025.02.22	07:00:00	95367.80	95441.08	95346.26	95425.96	900	0	52"
"2025.02.22	07:15:00	95425.90	95446.50	95415.27	95415.27	900	0	52"
"2025.02.22	07:30:00	95415.21	95429.76	95379.36	95379.36	900	0	52"
"2025.02.22	07:45:00	95379.30	95388.45	95362.03	95387.63	900	0	52"
"2025.02.22	08:00:00	95387.57	95396.54	95354.00	95354.00	900	0	52"
"2025.02.22	08:15:00	95353.94	95375.29	95318.42	95372.83	900	0	52"
"2025.02.22	08:30:00	95372.77	95372.77	95318.83	95318.83	900	0	52"
"2025.02.22	08:45:00	95318.77	95355.70	95311.75	95314.78	900	0	52"
"2025.02.22	09:00:00	95314.72	95401.71	95307.94	95394.09	900	0	52"
"2025.02.22	09:15:00	95394.03	95422.27	95383.45	95402.33	900	0	52"
"2025.02.22	09:30:00	95402.27	95402.27	95348.33	95348.33	900	0	52"
"2025.02.22	09:45:00	95348.27	95382.48	95333.51	95355.66	900	0	52"
"2025.02.22	10:00:00	95355.60	95382.00	95340.06	95340.06	900	0	52"
"2025.02.22	10:15:00	95340.00	95340.00	95299.68	95299.68	900	0	52"
"2025.02.22	10:30:00	95299.62	95299.62	95260.62	95263.92	900	0	52"
"2025.02.22	10:45:00	95263.86	95279.42	95235.24	95265.98	900	0	52"
"2025.02.22	11:00:00	95265.92	95287.24	95252.12	95258.80	900	0	52"
"2025.02.22	11:15:00	95258.74	95258.74	95210.20	95218.53	900	0	52"
"2025.02.22	11:30:00	95218.47	95263.52	95212.47	95232.02	900	0	52"
"2025.02.22	11:45:00	95231.96	95244.49	95213.24	95217.25	900	0	52"
"2025.02.22	12:00:00	95217.19	95285.66	95212.51	95255.54	900	0	52"
"2025.02.22	12:15:00	95255.48	95325.98	95253.50	95310.43	900	0	52"
"2025.02.22	12:30:00	95310.37	95344.45	95295.55	95311.87	900	0	52"
"2025.02.22	12:45:00	95311.81	95311.81	95257.87	95257.87	900	0	52"
"2025.02.22	13:00:00	95257.81	95275.22	95221.82	95221.82	900	0	52"
"2025.02.22	13:15:00	95221.76	95232.89	95203.76	95225.45	900	0	52"
"2025.02.22	13:30:00	95225.39	95231.30	95183.90	95183.90	900	0	52"
"2025.02.22	13:45:00	95183.84	95216.46	95169.70	95193.12	900	0	52"
"2025.02.22	14:00:00	95193.06	95301.64	95187.18	95298.97	900	0	52"
"2025.02.22	14:15:00	95298.91	95365.20	95293.11	95349.90	900	0	52"
"2025.02.22	14:30:00	95349.84	95349.84	95295.90	95295.90	900	0	52"
"2025.02.22	14:45:00	95295.84	95295.84	95258.72	95258.72	900	0	52"
"2025.02.22	15:00:00	95258.66	95258.66	95204.72	95204.72	900	0	52"
"2025.02.22	15:15:00	95204.66	95238.84	95190.60	95231.58	900	0	52"
"2025.02.22	15:30:00	95231.52	95285.10	95193.90	95283.12	900	0	52"
"2025.02.22	15:45:00	95283.06	95285.68	95254.36	95254.36	900	0	52"
"2025.02.22	16:00:00	95254.30	95326.87	95243.80	95305.39	900	0	52"
"2025.02.22	16:15:00	95305.33	95383.56	95299.09	95375.46	900	0	52"
"2025.02.22	16:30:00	95375.40	95375.40	95326.68	95344.14	900	0	52"
"2025.02.22	16:45:00	95344.08	95365.88	95327.58	95346.62	900	0	52"
"2025.02.22	17:00:00	95346.56	95346.56	95305.48	95305.48	900	0	52"
"2025.02.22	17:15:00	95305.42	95341.04	95282.32	95320.70	900	0	52"
"2025.02.22	17:30:00	95320.64	95349.38	95307.56	95312.60	900	0	52"
"2025.02.22	17:45:00	95312.54	95337.71	95290.94	95319.53	900	0	52"
"2025.02.22	18:00:00	95319.47	95319.47	95265.53	95265.53	900	0	52"
"2025.02.22	18:15:00	95265.47	95338.30	95239.04	95331.22	900	0	52"
"2025.02.22	18:30:00	95331.16	95331.16	95300.38	95303.54	900	0	52"
"2025.02.22	18:45:00	95303.48	95303.48	95249.54	95249.54	900	0	52"
"2025.02.22	19:00:00	95249.48	95262.14	95217.32	95217.32	900	0	52"
"2025.02.22	19:15:00	95217.26	95247.30	95188.23	95243.10	900	0	52"
"2025.02.22	19:30:00	95243.04	95277.31	95216.58	95274.13	900	0	52"
"2025.02.22	19:45:00	95274.07	95320.16	95244.85	95312.36	900	0	52"
"2025.02.22	20:00:00	95312.30	95482.93	95301.38	95477.47	900	0	52"
"2025.02.22	20:15:00	95477.41	95477.41	95439.91	95441.33	900	0	52"
"2025.02.22	20:30:00	95441.27	95491.31	95436.59	95453.75	900	0	52"
"2025.02.22	20:45:00	95453.69	95453.69	95412.53	95417.44	900	0	52"
"2025.02.22	21:00:00	95417.38	95417.38	95379.70	95379.70	900	0	52"
"2025.02.22	21:15:00	95379.64	95453.03	95356.12	95430.71	900	0	52"
"2025.02.22	21:30:00	95430.65	95460.83	95422.91	95427.29	900	0	52"
"2025.02.22	21:45:00	95427.23	95568.48	95424.65	95567.22	900	0	52"
"2025.02.22	22:00:00	95567.16	95606.23	95554.92	95598.31	900	0	52"
"2025.02.22	22:15:00	95598.25	95598.25	95544.31	95544.31	900	0	52"
"2025.02.22	22:30:00	95544.25	95626.92	95530.81	95612.10	900	0	52"
"2025.02.22	22:45:00	95612.04	95627.78	95586.26	95591.83	900	0	52"
"2025.02.22	23:00:00	95591.77	95612.39	95574.01	95576.27	900	0	52"
"2025.02.22	23:15:00	95576.21	95630.37	95567.87	95623.17	900	0	52"
"2025.02.22	23:30:00	95623.11	95661.93	95612.01	95641.23	900	0	52"
"2025.02.22	23:45:00	95641.17	95649.40	95618.65	95647.18	900	0	52"
"2025.02.23	00:00:00	95647.12	95664.31	95634.49	95634.49	900	0	52"
"2025.02.23	00:15:00	95634.43	95660.14	95618.83	95656.96	900	0	52"
"2025.02.23	00:30:00	95656.90	95656.90	95603.50	95628.66	900	0	52"
"2025.02.23	00:45:00	95628.60	95712.98	95613.90	95705.54	900	0	52"
"2025.02.23	01:00:00	95705.48	95705.48	95658.62	95690.70	900	0	52"
"2025.02.23	01:15:00	95690.64	95700.67	95668.62	95686.51	900	0	52"
"2025.02.23	01:30:00	95686.45	95768.01	95683.27	95745.63	900	0	52"
"2025.02.23	01:45:00	95745.57	95798.67	95730.09	95765.13	900	0	52"
"2025.02.23	02:00:00	95765.07	95790.19	95729.67	95784.43	900	0	52"
"2025.02.23	02:15:00	95784.37	95784.37	95731.81	95754.17	900	0	52"
"2025.02.23	02:30:00	95754.11	95770.71	95742.64	95768.25	900	0	52"
"2025.02.23	02:45:00	95768.19	95769.38	95736.08	95736.08	900	0	52"
"2025.02.23	03:00:00	95736.02	95778.44	95721.75	95769.50	900	0	52"
"2025.02.23	03:15:00	95769.44	95784.60	95749.27	95749.27	900	0	52"
"2025.02.23	03:30:00	95749.21	95804.38	95747.71	95786.62	900	0	52"
"2025.02.23	03:45:00	95786.56	95786.56	95763.22	95767.17	900	0	52"
"2025.02.23	04:00:00	95767.11	95767.11	95722.53	95734.43	900	0	52"
"2025.02.23	04:15:00	95734.37	95764.46	95722.45	95742.74	900	0	52"
"2025.02.23	04:30:00	95742.68	95756.37	95699.78	95751.45	900	0	52"
"2025.02.23	04:45:00	95751.39	95867.05	95745.45	95848.15	900	0	52"
"2025.02.23	05:00:00	95848.09	95864.64	95829.66	95837.99	900	0	52"
"2025.02.23	05:15:00	95837.93	95858.48	95816.12	95824.96	900	0	52"
"2025.02.23	05:30:00	95824.90	95824.90	95772.28	95804.80	900	0	52"
"2025.02.23	05:45:00	95804.74	95898.94	95804.14	95871.34	838	0	52"
"2025.02.23	06:00:00	95871.28	95883.42	95849.93	95865.72	900	0	52"
"2025.02.23	06:15:00	95865.66	95890.31	95850.48	95881.13	900	0	52"
"2025.02.23	06:30:00	95881.07	95959.88	95866.13	95949.32	900	0	52"
"2025.02.23	06:45:00	95949.26	95983.22	95944.91	95969.24	900	0	52"
"2025.02.23	07:00:00	95969.18	95981.87	95943.80	95969.27	900	0	52"
"2025.02.23	07:15:00	95969.21	95969.21	95915.27	95915.27	900	0	52"
"2025.02.23	07:30:00	95915.21	95955.57	95900.06	95949.09	900	0	52"
"2025.02.23	07:45:00	95949.03	96016.91	95931.45	95997.47	900	0	52"
"2025.02.23	08:00:00	95997.41	96015.08	95960.87	96012.32	900	0	52"
"2025.02.23	08:15:00	96012.26	96032.13	96005.22	96011.11	900	0	52"
"2025.02.23	08:30:00	96011.05	96072.24	96002.17	96058.98	900	0	52"
"2025.02.23	08:45:00	96058.92	96058.92	96012.54	96037.20	900	0	52"
"2025.02.23	09:00:00	96037.14	96037.14	95983.20	95983.20	900	0	52"
"2025.02.23	09:15:00	95983.14	96042.21	95949.06	96036.33	900	0	52"
"2025.02.23	09:30:00	96036.27	96126.57	96028.53	96112.05	900	0	52"
"2025.02.23	09:45:00	96111.99	96145.87	96096.69	96126.73	900	0	52"
"2025.02.23	10:00:00	96126.67	96178.78	96094.81	96174.64	900	0	52"
"2025.02.23	10:15:00	96174.58	96223.65	96171.81	96171.81	900	0	52"
"2025.02.23	10:30:00	96171.75	96228.23	96150.57	96221.75	900	0	52"
"2025.02.23	10:45:00	96221.69	96221.69	96176.03	96187.86	900	0	52"
"2025.02.23	11:00:00	96187.80	96216.30	96175.38	96187.98	900	0	52"
"2025.02.23	11:15:00	96187.92	96307.64	96178.86	96303.80	900	0	52"
"2025.02.23	11:30:00	96303.74	96325.13	96285.02	96305.99	900	0	52"
"2025.02.23	11:45:00	96305.93	96310.04	96278.42	96292.81	900	0	52"
"2025.02.23	12:00:00	96292.75	96310.52	96277.70	96287.50	900	0	52"
"2025.02.23	12:15:00	96287.44	96305.10	96259.07	96301.14	900	0	52"
"2025.02.23	12:30:00	96301.08	96301.39	96259.69	96259.69	900	0	52"
"2025.02.23	12:45:00	96259.63	96271.30	96238.34	96238.34	900	0	52"
