"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.04.18	12:30:00	99579.10	99579.10	99525.16	99525.16	900	0	78"
"2025.04.18	12:45:00	99525.10	99544.06	99513.28	99515.16	900	0	78"
"2025.04.18	13:00:00	99515.10	99515.10	99472.68	99488.35	900	0	78"
"2025.04.18	13:15:00	99488.29	99588.81	99483.25	99557.13	900	0	78"
"2025.04.18	13:30:00	99557.07	99557.07	99506.97	99531.11	900	0	78"
"2025.04.18	13:45:00	99531.05	99587.79	99518.87	99572.50	900	0	78"
"2025.04.18	14:00:00	99572.44	99591.02	99556.28	99558.14	900	0	78"
"2025.04.18	14:15:00	99558.08	99564.29	99521.06	99550.49	900	0	78"
"2025.04.18	14:30:00	99550.43	99558.96	99518.15	99540.60	900	0	78"
"2025.04.18	14:45:00	99540.54	99548.44	99508.54	99508.54	900	0	78"
"2025.04.18	15:00:00	99508.48	99508.48	99459.16	99497.98	900	0	78"
"2025.04.18	15:15:00	99497.92	99530.73	99475.96	99528.99	900	0	78"
"2025.04.18	15:30:00	99528.93	99560.64	99521.34	99521.34	900	0	78"
"2025.04.18	15:45:00	99521.28	99521.28	99469.80	99486.01	900	0	78"
"2025.04.18	16:00:00	99485.95	99503.46	99456.84	99456.84	900	0	78"
"2025.04.18	16:15:00	99456.78	99457.29	99429.93	99429.93	900	0	78"
"2025.04.18	16:30:00	99429.87	99471.71	99427.71	99438.10	900	0	78"
"2025.04.18	16:45:00	99438.04	99525.72	99434.14	99500.40	900	0	78"
"2025.04.18	17:00:00	99500.34	99523.75	99492.18	99505.34	900	0	78"
"2025.04.18	17:15:00	99505.28	99525.99	99479.85	99479.85	900	0	78"
"2025.04.18	17:30:00	99479.79	99494.83	99454.05	99481.57	900	0	78"
"2025.04.18	17:45:00	99481.51	99481.51	99445.46	99445.46	900	0	78"
"2025.04.18	18:00:00	99445.40	99465.28	99421.54	99431.92	900	0	78"
"2025.04.18	18:15:00	99431.86	99495.42	99423.10	99479.88	900	0	78"
"2025.04.18	18:30:00	99479.82	99513.33	99463.95	99463.95	900	0	78"
"2025.04.18	18:45:00	99463.89	99470.90	99429.44	99429.44	900	0	78"
"2025.04.18	19:00:00	99429.38	99457.66	99405.56	99452.14	900	0	78"
"2025.04.18	19:15:00	99452.08	99452.08	99413.87	99413.87	900	0	78"
"2025.04.18	19:30:00	99413.81	99470.60	99409.19	99444.04	900	0	78"
"2025.04.18	19:45:00	99443.98	99443.98	99390.04	99390.04	900	0	78"
"2025.04.18	20:00:00	99389.98	99412.65	99372.21	99372.21	900	0	78"
"2025.04.18	20:15:00	99372.15	99372.15	99318.21	99318.21	900	0	78"
"2025.04.18	20:30:00	99318.15	99318.15	99279.28	99279.28	900	0	78"
"2025.04.18	20:45:00	99279.22	99285.36	99251.02	99259.68	900	0	78"
"2025.04.18	21:00:00	99259.62	99259.62	99229.80	99235.62	900	0	78"
"2025.04.18	21:15:00	99235.56	99235.56	99188.34	99195.99	900	0	78"
"2025.04.18	21:30:00	99195.93	99195.93	99141.99	99141.99	900	0	78"
"2025.04.18	21:45:00	99141.93	99165.70	99125.73	99154.48	900	0	78"
"2025.04.18	22:00:00	99154.42	99162.17	99128.74	99133.97	900	0	78"
"2025.04.18	22:15:00	99133.91	99147.78	99108.11	99146.82	900	0	78"
"2025.04.18	22:30:00	99146.76	99211.86	99132.96	99193.96	900	0	78"
"2025.04.18	22:45:00	99193.90	99193.90	99139.96	99139.96	900	0	78"
"2025.04.18	23:00:00	99139.90	99229.29	99126.88	99228.93	900	0	78"
"2025.04.18	23:15:00	99228.87	99228.87	99194.61	99214.32	900	0	78"
"2025.04.18	23:30:00	99214.26	99235.67	99193.56	99221.60	900	0	78"
"2025.04.18	23:45:00	99221.54	99241.71	99201.59	99221.19	900	0	78"
"2025.04.19	00:00:00	99221.13	99292.44	99184.05	99288.66	900	0	78"
"2025.04.19	00:15:00	99288.60	99299.60	99252.86	99252.86	900	0	78"
"2025.04.19	00:30:00	99252.80	99256.10	99224.12	99233.12	900	0	78"
"2025.04.19	00:45:00	99233.06	99259.80	99213.14	99237.90	900	0	78"
"2025.04.19	01:00:00	99237.84	99293.92	99220.98	99272.68	900	0	78"
"2025.04.19	01:15:00	99272.62	99292.67	99245.68	99273.05	900	0	78"
"2025.04.19	01:30:00	99272.99	99338.14	99271.97	99306.10	900	0	78"
"2025.04.19	01:45:00	99306.04	99312.52	99274.66	99274.66	900	0	78"
"2025.04.19	02:00:00	99274.60	99300.79	99249.97	99249.97	900	0	78"
"2025.04.19	02:15:00	99249.91	99249.91	99195.97	99195.97	900	0	78"
"2025.04.19	02:30:00	99195.91	99233.70	99182.47	99210.24	900	0	78"
"2025.04.19	02:45:00	99210.18	99264.19	99204.84	99245.59	900	0	78"
"2025.04.19	03:00:00	99245.53	99289.34	99236.35	99251.00	900	0	78"
"2025.04.19	03:15:00	99250.94	99304.32	99247.58	99303.54	900	0	78"
"2025.04.19	03:30:00	99303.48	99303.48	99257.28	99263.86	900	0	78"
"2025.04.19	03:45:00	99263.80	99283.66	99230.92	99230.92	900	0	78"
"2025.04.19	04:00:00	99230.86	99283.13	99227.26	99272.81	900	0	78"
"2025.04.19	04:15:00	99272.75	99272.75	99234.06	99234.06	900	0	78"
"2025.04.19	04:30:00	99234.00	99252.39	99218.40	99244.92	900	0	78"
"2025.04.19	04:45:00	99244.86	99244.86	99190.92	99190.92	900	0	78"
"2025.04.19	05:00:00	99190.86	99220.90	99175.24	99175.24	900	0	78"
"2025.04.19	05:15:00	99175.18	99197.16	99156.90	99188.83	900	0	78"
"2025.04.19	05:30:00	99188.77	99211.51	99173.05	99204.31	900	0	78"
"2025.04.19	05:45:00	99204.25	99204.25	99167.57	99167.57	900	0	78"
"2025.04.19	06:00:00	99167.51	99173.45	99143.21	99143.87	900	0	78"
"2025.04.19	06:15:00	99143.81	99162.39	99102.89	99155.97	900	0	78"
"2025.04.19	06:30:00	99155.91	99167.98	99139.18	99146.94	900	0	78"
"2025.04.19	06:45:00	99146.88	99172.57	99134.82	99136.21	900	0	78"
"2025.04.19	07:00:00	99136.15	99203.13	99132.47	99199.11	900	0	78"
"2025.04.19	07:15:00	99199.05	99243.76	99197.19	99205.48	900	0	78"
"2025.04.19	07:30:00	99205.42	99233.25	99196.84	99204.27	900	0	78"
"2025.04.19	07:45:00	99204.21	99227.40	99183.57	99226.08	900	0	78"
"2025.04.19	08:00:00	99226.02	99241.04	99199.99	99240.56	900	0	78"
"2025.04.19	08:15:00	99240.50	99245.51	99215.93	99215.93	900	0	78"
"2025.04.19	08:30:00	99215.87	99215.87	99177.83	99178.80	900	0	78"
"2025.04.19	08:45:00	99178.74	99178.74	99146.49	99146.49	900	0	78"
"2025.04.19	09:00:00	99146.43	99172.26	99137.58	99143.98	900	0	78"
"2025.04.19	09:15:00	99143.92	99188.89	99139.36	99156.97	900	0	78"
"2025.04.19	09:30:00	99156.91	99234.63	99155.35	99216.09	900	0	78"
"2025.04.19	09:45:00	99216.03	99216.03	99162.09	99162.09	900	0	78"
"2025.04.19	10:00:00	99162.03	99237.50	99148.35	99228.86	900	0	78"
"2025.04.19	10:15:00	99228.80	99306.12	99207.26	99299.10	900	0	78"
"2025.04.19	10:30:00	99299.04	99356.62	99287.21	99348.16	900	0	78"
"2025.04.19	10:45:00	99348.10	99348.10	99304.90	99331.28	900	0	78"
"2025.04.19	11:00:00	99331.22	99385.17	99327.02	99378.15	900	0	78"
"2025.04.19	11:15:00	99378.09	99404.13	99355.05	99396.39	900	0	78"
"2025.04.19	11:30:00	99396.33	99414.97	99378.43	99378.43	900	0	78"
"2025.04.19	11:45:00	99378.37	99398.73	99359.29	99378.03	900	0	78"
"2025.04.19	12:00:00	99377.97	99420.13	99363.69	99405.88	900	0	78"
"2025.04.19	12:15:00	99405.82	99415.47	99366.27	99366.27	900	0	78"
"2025.04.19	12:30:00	99366.21	99422.22	99345.51	99398.70	900	0	78"
"2025.04.19	12:45:00	99398.64	99422.45	99385.05	99385.05	900	0	78"
"2025.04.19	13:00:00	99384.99	99395.72	99358.46	99358.46	900	0	78"
"2025.04.19	13:15:00	99358.40	99358.40	99327.92	99331.86	900	0	78"
"2025.04.19	13:30:00	99331.80	99331.80	99277.86	99277.86	900	0	78"
"2025.04.19	13:45:00	99277.80	99291.54	99254.10	99254.10	900	0	78"
"2025.04.19	14:00:00	99254.04	99254.04	99216.06	99247.69	900	0	78"
"2025.04.19	14:15:00	99247.63	99273.35	99233.65	99243.11	900	0	78"
"2025.04.19	14:30:00	99243.05	99261.57	99216.15	99216.15	900	0	78"
"2025.04.19	14:45:00	99216.09	99269.45	99201.13	99266.99	900	0	78"
"2025.04.19	15:00:00	99266.93	99266.93	99212.99	99212.99	900	0	78"
"2025.04.19	15:15:00	99212.93	99240.12	99198.72	99212.31	900	0	78"
"2025.04.19	15:30:00	99212.25	99212.25	99175.77	99180.36	900	0	78"
"2025.04.19	15:45:00	99180.30	99217.53	99176.28	99202.99	900	0	78"
"2025.04.19	16:00:00	99202.93	99227.89	99196.05	99216.73	900	0	78"
"2025.04.19	16:15:00	99216.67	99216.67	99170.71	99179.56	900	0	78"
"2025.04.19	16:30:00	99179.50	99204.46	99167.26	99186.16	900	0	78"
"2025.04.19	16:45:00	99186.10	99201.76	99161.38	99174.18	900	0	78"
"2025.04.19	17:00:00	99174.12	99174.12	99123.84	99145.86	900	0	78"
"2025.04.19	17:15:00	99145.80	99145.80	99092.28	99108.19	900	0	78"
"2025.04.19	17:30:00	99108.13	99190.38	99091.21	99176.52	900	0	78"
"2025.04.19	17:45:00	99176.46	99176.46	99131.52	99169.11	900	0	78"
"2025.04.19	18:00:00	99169.05	99209.31	99151.29	99189.21	900	0	78"
"2025.04.19	18:15:00	99189.15	99189.15	99153.91	99167.29	900	0	78"
"2025.04.19	18:30:00	99167.23	99167.23	99113.29	99113.29	900	0	78"
"2025.04.19	18:45:00	99113.23	99121.95	99092.96	99116.67	900	0	78"
"2025.04.19	19:00:00	99116.61	99166.08	99109.29	99153.22	900	0	78"
"2025.04.19	19:15:00	99153.16	99153.16	99130.24	99130.41	900	0	78"
"2025.04.19	19:30:00	99130.35	99142.61	99096.53	99123.77	900	0	78"
"2025.04.19	19:45:00	99123.71	99156.67	99116.40	99153.49	900	0	78"
"2025.04.19	20:00:00	99153.43	99200.10	99147.61	99158.52	900	0	78"
"2025.04.19	20:15:00	99158.46	99158.46	99117.06	99123.38	900	0	78"
"2025.04.19	20:30:00	99123.32	99136.27	99101.29	99118.75	900	0	78"
"2025.04.19	20:45:00	99118.69	99132.18	99095.64	99116.05	900	0	78"
"2025.04.19	21:00:00	99115.99	99115.99	99078.37	99087.98	900	0	78"
"2025.04.19	21:15:00	99087.92	99087.92	99052.55	99052.55	900	0	78"
"2025.04.19	21:30:00	99052.49	99102.10	99042.41	99093.46	900	0	78"
"2025.04.19	21:45:00	99093.40	99137.23	99088.18	99133.27	900	0	78"
"2025.04.19	22:00:00	99133.21	99152.35	99125.17	99138.67	900	0	78"
"2025.04.19	22:15:00	99138.61	99138.61	99119.65	99133.89	900	0	78"
"2025.04.19	22:30:00	99133.83	99270.29	99132.27	99256.43	900	0	78"
"2025.04.19	22:45:00	99256.37	99352.15	99255.17	99324.07	900	0	78"
"2025.04.19	23:00:00	99324.01	99345.07	99314.83	99320.29	900	0	78"
"2025.04.19	23:15:00	99320.23	99320.23	99284.47	99311.30	900	0	78"
"2025.04.19	23:30:00	99311.24	99311.24	99270.72	99270.72	900	0	78"
"2025.04.19	23:45:00	99270.66	99285.35	99246.66	99274.55	900	0	78"
"2025.04.20	00:00:00	99274.49	99312.04	99269.32	99296.34	900	0	78"
"2025.04.20	00:15:00	99296.28	99297.50	99258.06	99281.84	900	0	78"
"2025.04.20	00:30:00	99281.78	99281.78	99234.20	99254.15	900	0	78"
"2025.04.20	00:45:00	99254.09	99260.25	99232.00	99244.11	900	0	78"
"2025.04.20	01:00:00	99244.05	99264.45	99221.97	99239.01	900	0	78"
"2025.04.20	01:15:00	99238.95	99252.43	99206.85	99232.27	900	0	78"
"2025.04.20	01:30:00	99232.21	99232.21	99178.27	99178.27	900	0	78"
"2025.04.20	01:45:00	99178.21	99183.77	99146.23	99175.79	900	0	78"
"2025.04.20	02:00:00	99175.73	99187.19	99153.05	99153.05	900	0	78"
"2025.04.20	02:15:00	99152.99	99255.34	99152.57	99249.22	900	0	78"
"2025.04.20	02:30:00	99249.16	99249.16	99195.22	99195.22	900	0	78"
"2025.04.20	02:45:00	99195.16	99222.40	99184.89	99222.28	900	0	78"
"2025.04.20	03:00:00	99222.22	99234.13	99195.07	99195.07	900	0	78"
"2025.04.20	03:15:00	99195.01	99265.79	99189.61	99245.75	900	0	78"
"2025.04.20	03:30:00	99245.69	99245.69	99191.75	99191.75	900	0	78"
"2025.04.20	03:45:00	99191.69	99242.72	99189.95	99223.33	900	0	78"
"2025.04.20	04:00:00	99223.27	99223.27	99169.33	99169.33	900	0	78"
"2025.04.20	04:15:00	99169.27	99169.27	99121.63	99140.47	900	0	78"
"2025.04.20	04:30:00	99140.41	99150.57	99126.10	99146.91	900	0	78"
"2025.04.20	04:45:00	99146.85	99146.85	99092.91	99092.91	900	0	78"
"2025.04.20	05:00:00	99092.85	99094.22	99053.48	99053.48	900	0	78"
"2025.04.20	05:15:00	99053.42	99053.42	99006.86	99031.38	900	0	78"
"2025.04.20	05:30:00	99031.32	99061.24	99005.22	99039.10	900	0	78"
"2025.04.20	05:45:00	99039.04	99069.41	99025.12	99060.95	900	0	78"
"2025.04.20	06:00:00	99060.89	99065.86	99029.09	99043.78	900	0	78"
"2025.04.20	06:15:00	99043.72	99043.72	98989.78	98989.78	900	0	78"
"2025.04.20	06:30:00	98989.72	99039.29	98980.42	99029.33	900	0	78"
"2025.04.20	06:45:00	99029.27	99114.64	99022.91	99097.54	900	0	78"
"2025.04.20	07:00:00	99097.48	99109.61	99076.01	99095.57	900	0	78"
"2025.04.20	07:15:00	99095.51	99114.29	99077.75	99090.32	900	0	78"
"2025.04.20	07:30:00	99090.26	99109.82	99069.62	99069.62	900	0	78"
"2025.04.20	07:45:00	99069.56	99111.61	99067.64	99089.55	900	0	78"
"2025.04.20	08:00:00	99089.49	99089.49	99035.55	99035.55	900	0	78"
"2025.04.20	08:15:00	99035.49	99040.35	99008.13	99008.13	900	0	78"
"2025.04.20	08:30:00	99008.07	99036.37	98995.29	99002.95	900	0	78"
"2025.04.20	08:45:00	99002.89	99061.39	98987.05	99036.25	900	0	78"
"2025.04.20	09:00:00	99036.19	99036.19	98982.25	98982.25	900	0	78"
"2025.04.20	09:15:00	98982.19	99044.30	98969.41	99043.64	900	0	78"
"2025.04.20	09:30:00	99043.58	99093.69	99043.04	99091.95	900	0	78"
"2025.04.20	09:45:00	99091.89	99091.89	99048.57	99067.26	838	0	78"
"2025.04.20	10:00:00	99067.20	99082.19	99042.59	99042.59	900	0	78"
"2025.04.20	10:15:00	99042.53	99057.26	99029.93	99047.18	900	0	78"
"2025.04.20	10:30:00	99047.12	99095.09	99042.02	99055.31	900	0	78"
"2025.04.20	10:45:00	99055.25	99060.06	99019.91	99047.04	900	0	78"
"2025.04.20	11:00:00	99046.98	99077.63	99035.10	99060.59	900	0	78"
"2025.04.20	11:15:00	99060.53	99102.80	99025.61	99095.78	900	0	78"
"2025.04.20	11:30:00	99095.72	99112.24	99060.82	99060.82	900	0	78"
"2025.04.20	11:45:00	99060.76	99068.93	99028.07	99028.07	900	0	78"
"2025.04.20	12:00:00	99028.01	99065.41	99016.85	99044.94	900	0	78"
"2025.04.20	12:15:00	99044.88	99044.88	99007.98	99007.98	900	0	78"
"2025.04.20	12:30:00	99007.92	99035.52	98990.94	98990.94	900	0	78"
"2025.04.20	12:45:00	98990.88	99002.34	98979.00	98987.88	900	0	78"
"2025.04.20	13:00:00	98987.82	98987.82	98939.34	98958.35	900	0	78"
"2025.04.20	13:15:00	98958.29	98986.02	98915.69	98982.06	900	0	78"
"2025.04.20	13:30:00	98982.00	99009.80	98965.08	98985.08	900	0	78"
"2025.04.20	13:45:00	98985.02	98985.02	98931.50	98950.16	900	0	78"
"2025.04.20	14:00:00	98950.10	98993.00	98941.10	98941.10	900	0	78"
"2025.04.20	14:15:00	98941.04	98957.72	98914.80	98949.02	900	0	78"
"2025.04.20	14:30:00	98948.96	98958.56	98925.44	98941.46	900	0	78"
"2025.04.20	14:45:00	98941.40	99032.99	98924.36	99026.09	900	0	78"
"2025.04.20	15:00:00	99026.03	99026.03	98984.03	98989.41	900	0	78"
"2025.04.20	15:15:00	98989.35	99006.63	98974.32	98974.32	900	0	78"
"2025.04.20	15:30:00	98974.26	98984.96	98936.30	98936.30	900	0	78"
"2025.04.20	15:45:00	98936.24	98982.19	98931.92	98967.74	900	0	78"
"2025.04.20	16:00:00	98967.68	98999.90	98941.82	98984.42	900	0	78"
"2025.04.20	16:15:00	98984.36	98984.36	98940.74	98955.31	900	0	78"
"2025.04.20	16:30:00	98955.25	98984.02	98945.23	98964.16	900	0	78"
"2025.04.20	16:45:00	98964.10	98968.00	98930.20	98930.20	900	0	78"
"2025.04.20	17:00:00	98930.14	98934.57	98891.13	98891.13	900	0	78"
"2025.04.20	17:15:00	98891.07	98891.07	98837.13	98837.13	900	0	78"
"2025.04.20	17:30:00	98837.07	98870.41	98803.17	98861.71	900	0	78"
"2025.04.20	17:45:00	98861.65	98863.94	98835.09	98835.09	900	0	78"
"2025.04.20	18:00:00	98835.03	98835.03	98781.09	98781.09	900	0	78"
"2025.04.20	18:15:00	98781.03	98809.44	98749.71	98802.12	900	0	78"
"2025.04.20	18:30:00	98802.06	98802.06	98748.12	98748.12	900	0	78"
"2025.04.20	18:45:00	98748.06	98748.06	98712.06	98735.20	900	0	78"
"2025.04.20	19:00:00	98735.14	98771.51	98717.56	98749.91	900	0	78"
"2025.04.20	19:15:00	98749.85	98804.97	98746.31	98775.30	900	0	78"
"2025.04.20	19:30:00	98775.24	98775.27	98749.35	98749.35	900	0	78"
"2025.04.20	19:45:00	98749.29	98839.58	98742.27	98837.24	900	0	78"
"2025.04.20	20:00:00	98837.18	98837.18	98784.20	98801.46	900	0	78"
"2025.04.20	20:15:00	98801.40	98841.97	98791.80	98826.73	900	0	78"
"2025.04.20	20:30:00	98826.67	98826.67	98789.51	98789.51	900	0	78"
"2025.04.20	20:45:00	98789.45	98803.17	98758.11	98801.61	900	0	78"
"2025.04.20	21:00:00	98801.55	98851.78	98801.37	98834.14	900	0	78"
"2025.04.20	21:15:00	98834.08	98868.72	98825.62	98862.60	900	0	78"
"2025.04.20	21:30:00	98862.54	98862.54	98822.34	98827.84	900	0	78"
"2025.04.20	21:45:00	98827.78	98831.99	98803.67	98808.66	900	0	78"
"2025.04.20	22:00:00	98808.60	98808.60	98770.29	98804.50	900	0	78"
"2025.04.20	22:15:00	98804.44	98855.91	98783.68	98853.21	900	0	78"
"2025.04.20	22:30:00	98853.15	98865.56	98827.16	98853.77	900	0	78"
"2025.04.20	22:45:00	98853.71	98883.37	98852.39	98858.82	900	0	78"
"2025.04.20	23:00:00	98858.76	98865.89	98816.88	98853.89	900	0	78"
"2025.04.20	23:15:00	98853.83	98878.88	98821.01	98867.78	900	0	78"
"2025.04.20	23:30:00	98867.72	98892.18	98844.12	98844.12	900	0	78"
"2025.04.20	23:45:00	98844.06	98873.06	98816.82	98863.11	900	0	78"
"2025.04.21	00:00:00	98863.05	98960.15	98860.11	98951.03	900	0	78"
"2025.04.21	00:15:00	98950.97	99026.17	98925.05	99014.35	900	0	78"
"2025.04.21	00:30:00	99014.29	99037.52	99000.31	99001.70	900	0	78"
"2025.04.21	00:45:00	99001.64	99012.82	98981.44	98983.44	900	0	78"
"2025.04.21	01:00:00	98983.38	99014.35	98981.59	98999.05	900	0	78"
"2025.04.21	01:15:00	98998.99	98998.99	98946.91	98964.78	900	0	78"
"2025.04.21	01:30:00	98964.72	98964.72	98916.00	98932.81	900	0	78"
"2025.04.21	01:45:00	98932.75	98932.75	98878.81	98878.81	900	0	78"
"2025.04.21	02:00:00	98878.75	98878.75	98824.81	98824.81	900	0	78"
"2025.04.21	02:15:00	98824.75	98824.75	98770.81	98770.81	900	0	78"
"2025.04.21	02:30:00	98770.75	98815.08	98761.27	98799.54	900	0	78"
"2025.04.21	02:45:00	98799.48	98884.85	98798.58	98884.13	900	0	78"
"2025.04.21	03:00:00	98884.07	98950.41	98883.89	98937.45	900	0	78"
"2025.04.21	03:15:00	98937.39	98981.12	98937.02	98937.02	900	0	78"
"2025.04.21	03:30:00	98936.96	99056.93	98931.98	99030.53	900	0	78"
"2025.04.21	03:45:00	99030.47	99122.88	99027.16	99122.04	900	0	78"
"2025.04.21	04:00:00	99121.98	99129.80	99077.58	99124.40	900	0	78"
"2025.04.21	04:15:00	99124.34	99148.64	99107.96	99136.04	900	0	78"
"2025.04.21	04:30:00	99135.98	99135.98	99090.26	99106.73	900	0	78"
"2025.04.21	04:45:00	99106.67	99106.67	99052.73	99052.73	900	0	78"
"2025.04.21	05:00:00	99052.67	99120.22	99022.25	99114.46	900	0	78"
"2025.04.21	05:15:00	99114.40	99218.09	99113.38	99200.33	900	0	78"
"2025.04.21	05:30:00	99200.27	99278.58	99196.91	99235.92	900	0	78"
"2025.04.21	05:45:00	99235.86	99248.11	99202.20	99243.79	900	0	78"
"2025.04.21	06:00:00	99243.73	99261.36	99222.96	99222.96	900	0	78"
"2025.04.21	06:15:00	99222.90	99291.81	99208.83	99291.81	900	0	78"
"2025.04.21	06:30:00	99291.75	99314.73	99282.03	99309.18	900	0	78"
"2025.04.21	06:45:00	99309.12	99336.73	99307.09	99314.99	900	0	78"
"2025.04.21	07:00:00	99314.93	99333.89	99280.01	99280.01	900	0	78"
"2025.04.21	07:15:00	99279.95	99279.95	99226.01	99226.01	900	0	78"
"2025.04.21	07:30:00	99225.95	99322.31	99220.43	99297.53	900	0	78"
"2025.04.21	07:45:00	99297.47	99349.93	99297.47	99349.81	900	0	78"
"2025.04.21	08:00:00	99349.75	99349.75	99299.53	99319.64	900	0	78"
"2025.04.21	08:15:00	99319.58	99339.06	99304.80	99316.02	900	0	78"
"2025.04.21	08:30:00	99315.96	99330.39	99284.82	99323.67	900	0	78"
"2025.04.21	08:45:00	99323.61	99323.61	99269.67	99269.67	900	0	78"
"2025.04.21	09:00:00	99269.61	99273.08	99247.29	99251.24	900	0	78"
"2025.04.21	09:15:00	99251.18	99258.27	99226.34	99229.23	900	0	78"
"2025.04.21	09:30:00	99229.17	99229.17	99175.23	99175.23	900	0	78"
"2025.04.21	09:45:00	99175.17	99186.06	99160.53	99164.28	900	0	78"
"2025.04.21	10:00:00	99164.22	99195.02	99123.78	99182.78	900	0	78"
"2025.04.21	10:15:00	99182.72	99182.72	99128.78	99128.78	900	0	78"
"2025.04.21	10:30:00	99128.72	99155.04	99109.92	99127.85	900	0	78"
"2025.04.21	10:45:00	99127.79	99127.79	99089.27	99118.28	900	0	78"
"2025.04.21	11:00:00	99118.22	99122.11	99077.71	99077.71	900	0	78"
"2025.04.21	11:15:00	99077.65	99085.74	99046.69	99062.82	900	0	78"
"2025.04.21	11:30:00	99062.76	99094.88	99050.06	99050.06	900	0	78"
"2025.04.21	11:45:00	99050.00	99128.13	99047.84	99084.27	900	0	78"
"2025.04.21	12:00:00	99084.21	99112.67	99058.26	99112.13	900	0	78"
"2025.04.21	12:15:00	99112.07	99148.20	99101.03	99137.39	900	0	78"
"2025.04.21	12:30:00	99137.33	99142.50	99105.71	99123.60	900	0	78"
"2025.04.21	12:45:00	99123.54	99123.54	99087.54	99109.01	900	0	78"
"2025.04.21	13:00:00	99108.95	99120.83	99090.54	99118.49	900	0	78"
"2025.04.21	13:15:00	99118.43	99140.80	99078.95	99137.02	900	0	78"
"2025.04.21	13:30:00	99136.96	99175.76	99126.64	99169.58	900	0	78"
"2025.04.21	13:45:00	99169.52	99257.66	99168.74	99234.38	900	0	78"
"2025.04.21	14:00:00	99234.32	99247.03	99219.28	99224.05	900	0	78"
"2025.04.21	14:15:00	99223.99	99294.39	99213.67	99259.95	900	0	78"
"2025.04.21	14:30:00	99259.89	99298.24	99254.81	99277.42	900	0	78"
"2025.04.21	14:45:00	99277.36	99324.03	99268.12	99297.87	900	0	78"
"2025.04.21	15:00:00	99297.81	99324.28	99286.47	99301.54	900	0	78"
"2025.04.21	15:15:00	99301.48	99308.64	99268.08	99268.08	900	0	78"
"2025.04.21	15:30:00	99268.02	99327.32	99259.62	99308.54	900	0	78"
"2025.04.21	15:45:00	99308.48	99308.48	99254.54	99254.54	900	0	78"
"2025.04.21	16:00:00	99254.48	99311.66	99241.88	99301.75	900	0	78"
"2025.04.21	16:15:00	99301.69	99399.19	99287.77	99390.37	900	0	78"
"2025.04.21	16:30:00	99390.31	99449.53	99381.37	99448.93	900	0	78"
"2025.04.21	16:45:00	99448.87	99448.87	99394.93	99394.93	900	0	78"
"2025.04.21	17:00:00	99394.87	99430.32	99386.29	99417.72	900	0	78"
"2025.04.21	17:15:00	99417.66	99438.47	99403.96	99433.31	900	0	78"
"2025.04.21	17:30:00	99433.25	99433.25	99391.25	99397.86	900	0	78"
"2025.04.21	17:45:00	99397.80	99428.71	99379.39	99379.39	900	0	78"
"2025.04.21	18:00:00	99379.33	99423.15	99360.85	99393.63	900	0	78"
"2025.04.21	18:15:00	99393.57	99414.46	99368.43	99397.84	900	0	78"
"2025.04.21	18:30:00	99397.78	99411.33	99377.14	99389.13	901	0	78"
"2025.04.21	18:45:00	99389.07	99413.04	99362.88	99401.04	900	0	78"
"2025.04.21	19:00:00	99400.98	99446.08	99399.24	99434.32	900	0	78"
"2025.04.21	19:15:00	99434.26	99454.71	99411.87	99411.87	900	0	78"
"2025.04.21	19:30:00	99411.81	99446.28	99407.46	99436.44	900	0	78"
"2025.04.21	19:45:00	99436.38	99457.26	99427.99	99427.99	900	0	78"
"2025.04.21	20:00:00	99427.93	99469.64	99396.07	99467.95	900	0	78"
"2025.04.21	20:15:00	99467.89	99539.99	99458.89	99532.13	900	0	78"
"2025.04.21	20:30:00	99532.07	99586.84	99527.03	99563.87	900	0	78"
"2025.04.21	20:45:00	99563.81	99563.81	99529.33	99529.33	900	0	78"
"2025.04.21	21:00:00	99529.27	99562.24	99519.31	99521.50	900	0	78"
"2025.04.21	21:15:00	99521.44	99540.92	99502.78	99507.62	900	0	78"
"2025.04.21	21:30:00	99507.56	99507.56	99453.62	99453.62	900	0	78"
"2025.04.21	21:45:00	99453.56	99455.93	99422.57	99422.57	900	0	78"
"2025.04.21	22:00:00	99422.51	99422.51	99372.17	99406.39	900	0	78"
"2025.04.21	22:15:00	99406.33	99493.13	99405.97	99488.57	900	0	78"
"2025.04.21	22:30:00	99488.51	99555.88	99485.63	99544.00	900	0	78"
"2025.04.21	22:45:00	99543.94	99578.27	99533.36	99566.03	900	0	78"
"2025.04.21	23:00:00	99565.97	99565.97	99534.42	99534.42	900	0	78"
"2025.04.21	23:15:00	99534.36	99565.38	99531.54	99535.80	900	0	78"
"2025.04.21	23:30:00	99535.74	99549.72	99514.02	99514.02	900	0	78"
"2025.04.21	23:45:00	99513.96	99520.46	99467.94	99515.42	900	0	78"
"2025.04.22	00:00:00	99515.36	99543.63	99489.38	99519.27	900	0	78"
"2025.04.22	00:15:00	99519.21	99519.21	99487.25	99487.25	900	0	78"
"2025.04.22	00:30:00	99487.19	99487.19	99433.25	99433.25	900	0	78"
"2025.04.22	00:45:00	99433.19	99433.19	99379.25	99379.25	900	0	78"
"2025.04.22	01:00:00	99379.19	99379.19	99357.62	99357.62	815	0	78"
