<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.01	00:00:00	107538.82	107541.67	107310.73	107364.40	14340	0	53
2025.01.01	04:00:00	107364.45	107391.20	107124.37	107244.55	14400	0	53
2025.01.01	08:00:00	107244.60	107308.64	106945.94	106994.75	14400	0	53
2025.01.01	12:00:00	106994.80	106997.10	106786.44	106980.25	14400	0	53
2025.01.01	16:00:00	106980.30	107153.50	106931.50	107141.24	14401	0	53
2025.01.01	20:00:00	107141.29	107223.09	107068.95	107108.62	14340	0	53
2025.01.02	00:00:00	107108.67	107330.27	107059.10	107288.10	14400	0	53
2025.01.02	04:00:00	107288.15	107342.80	107184.16	107189.16	14400	0	53
2025.01.02	08:00:00	107189.21	107320.21	107113.74	107135.25	14400	0	53
2025.01.02	12:00:00	107135.30	107201.68	107047.66	107108.78	14400	0	53
2025.01.02	16:00:00	107108.83	107245.74	107101.89	107182.95	14400	0	53
2025.01.02	20:00:00	107183.00	107405.31	107093.20	107094.30	14400	0	53
2025.01.03	00:00:00	107094.35	107214.95	107038.30	107105.49	14400	0	53
2025.01.03	04:00:00	107105.54	107241.34	107015.91	107046.46	14400	0	53
2025.01.03	08:00:00	107046.51	107059.36	106800.97	106906.24	14400	0	53
2025.01.03	12:00:00	106906.29	106922.32	106656.87	106729.02	14400	0	53
2025.01.03	16:00:00	106729.07	106943.18	106689.61	106922.26	14400	0	53
2025.01.03	20:00:00	106922.31	107054.74	106832.38	106846.83	14400	0	53
2025.01.04	00:00:00	106846.88	106928.64	106640.99	106678.39	14400	0	53
2025.01.04	04:00:00	106678.44	106824.40	106468.54	106499.53	14400	0	53
2025.01.04	08:00:00	106499.58	106675.94	106476.60	106531.62	14400	0	53
2025.01.04	12:00:00	106531.67	106681.56	106476.16	106618.84	14400	0	53
2025.01.04	16:00:00	106618.89	106752.18	106541.70	106745.91	14401	0	53
2025.01.04	20:00:00	106745.96	106769.12	106456.26	106568.33	14400	0	53
2025.01.05	00:00:00	106568.38	106621.69	106422.72	106559.72	14400	0	53
2025.01.05	04:00:00	106559.77	106637.68	106358.37	106378.87	14336	0	53
2025.01.05	08:00:00	106378.92	106846.53	106378.92	106846.53	14400	0	53
2025.01.05	12:00:00	106846.58	106891.24	106729.42	106774.92	14283	0	53
2025.01.05	16:00:00	106774.97	106911.88	106692.95	106737.36	14400	0	53
2025.01.05	20:00:00	106737.41	106807.74	106567.31	106587.36	14400	0	53
2025.01.06	00:00:00	106587.41	106611.16	106187.26	106217.56	14400	0	53
2025.01.06	04:00:00	106217.61	106329.01	106156.02	106203.49	14400	0	53
2025.01.06	08:00:00	106203.54	106372.80	106095.31	106296.25	14278	0	53
2025.01.06	12:00:00	106296.30	106413.38	106274.06	106375.31	14400	0	53
2025.01.06	16:00:00	106375.36	106533.10	106338.86	106464.79	14400	0	53
2025.01.06	20:00:00	106464.84	106503.89	106303.97	106341.72	14400	0	53
2025.01.07	00:00:00	106341.77	106567.85	106341.77	106515.82	14401	0	53
2025.01.07	04:00:00	106515.87	106546.82	106236.35	106282.83	14400	0	53
2025.01.07	08:00:00	106282.88	106343.82	106168.96	106190.81	14400	0	53
2025.01.07	12:00:00	106190.86	106323.28	106097.34	106126.73	14400	0	53
2025.01.07	16:00:00	106126.78	106294.63	106126.78	106267.16	14400	0	53
2025.01.07	20:00:00	106267.21	106477.87	106213.35	106356.69	14400	0	53
2025.01.08	00:00:00	106356.74	106387.76	106216.38	106354.92	14400	0	53
2025.01.08	04:00:00	106354.97	106437.35	106257.86	106357.39	14400	0	53
2025.01.08	08:00:00	106357.44	106382.18	106057.90	106150.95	14400	0	53
2025.01.08	12:00:00	106151.00	106155.30	105765.89	105771.09	14400	0	53
2025.01.08	16:00:00	105771.14	105933.41	105771.14	105875.49	14400	0	53
2025.01.08	20:00:00	105875.54	106032.43	105859.92	106032.43	14400	0	53
2025.01.09	00:00:00	106032.48	106080.61	105891.64	106041.47	14400	0	53
2025.01.09	04:00:00	106041.52	106307.80	105969.53	106241.71	14400	0	53
2025.01.09	08:00:00	106241.76	106577.52	106241.76	106478.29	14400	0	53
2025.01.09	12:00:00	106478.34	106727.14	106473.65	106646.50	14400	0	53
2025.01.09	16:00:00	106646.55	106664.85	106492.56	106519.74	14400	0	53
2025.01.09	20:00:00	106519.79	106540.54	106196.79	106210.21	14400	0	53
